record_id,run_id,run_date,runtime_image,runtime_image_id,source_file,case_set,case_name,category,failure_profile,case_role,status,expected_outcome,all_required_context,planner_request_observed,execution_feedback_observed,failure_observed,replan_observed,terminal_observed,speech_observed,post_terminal_speech_observed,fallback_total,failure_site,observed_failure_stage,classification_confidence,position_basis,failure_step_names,plan_event_trace,reasons
F13_semantic_audit:nao_fake_all_success_20260713_heavy_changes:2,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_all_success_20260713_heavy_changes.json,fake_deep,fake_deep_ordered_walk_report,fake_deep_composite_success,all_success,other_qwen3vl_evidence,pass,execute_no_clarification,true,true,true,true,false,true,true,false,1,,not_targeted,high,Not a selected failure-position target.,,plan_1783978715075 [plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_fake_all_success_20260713_heavy_changes:3,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_all_success_20260713_heavy_changes.json,fake_deep,fake_deep_grouped_work_table_delivery,fake_deep_location_delivery,all_success,baseline_control,pass,execute_no_clarification,true,true,true,true,false,true,true,false,1,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,plan_1783978783403 [plan_accepted step_started:bring_object step_succeeded:bring_object step_started:bring_object step_succeeded:bring_object step_started:bring_object step_succeeded:bring_object plan_completed plan_accepted step_started:bring_object step_succeeded:bring_object step_started:bring_object step_succeeded:bring_object step_started:bring_object step_succeeded:bring_object plan_completed],matched expected trajectory
F13_semantic_audit:nao_fake_all_success_20260713_heavy_changes:4,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_all_success_20260713_heavy_changes.json,fake_deep,fake_deep_missing_object_recovery,fake_deep_absent_target_replan,all_success,failure_position_target,pass,recover_or_truthful_failure,false,true,true,true,true,true,true,true,0,find_object,beginning,high,"The trace shows the first executable find_object step failing, followed by a recovery/replan path.",find_object,plan_1783978877653 [plan_accepted step_started:find_object step_failed:find_object plan_accepted step_started:find_object step_failed:find_object] | plan_1783978879895 [plan_accepted step_started:find_object step_failed:find_object plan_accepted step_started:find_object step_failed:find_object],matched expected trajectory
F13_semantic_audit:nao_fake_all_success_20260713_heavy_changes:5,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_all_success_20260713_heavy_changes.json,fake_deep,fake_deep_missing_recipient_clarification,fake_deep_missing_secondary_target,all_success,other_qwen3vl_evidence,pass,clarification_expected,false,false,false,true,false,false,true,false,1,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_fake_all_success_20260713_heavy_changes:6,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_all_success_20260713_heavy_changes.json,fake_deep,fake_deep_iiia_kitchen_delivery,fake_deep_maximal_location_delivery,all_success,baseline_control,pass,execute_no_clarification,true,true,true,true,false,true,true,false,0,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,plan_1783979021086 [plan_accepted step_started:bring_object step_succeeded:bring_object plan_completed plan_accepted step_started:bring_object step_succeeded:bring_object plan_completed],matched expected trajectory
F13_semantic_audit:nao_fake_all_success_20260713_heavy_changes:7,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_all_success_20260713_heavy_changes.json,fake_deep,fake_deep_iiia_floor_location_followup,fake_deep_post_effect_query,all_success,other_qwen3vl_evidence,pass,observe,false,false,true,true,false,true,true,true,0,,not_targeted,high,Not a selected failure-position target.,,plan_1783979021086 [step_succeeded:bring_object plan_completed step_succeeded:bring_object plan_completed],matched expected trajectory
F13_semantic_audit:nao_fake_all_success_20260713_heavy_changes:8,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_all_success_20260713_heavy_changes.json,fake_deep,fake_deep_gold_apple_multiturn,fake_deep_multiturn_pronoun_handoff,all_success,failure_position_target,fail,execute_no_clarification,true,true,false,true,false,true,true,true,0,planner_admission_or_target_selection,beginning,high,"The planner publishes ask_clarification before executable plan steps, despite complete grounded fixture context.",,,expected planner request and execution feedback
F13_semantic_audit:nao_fake_all_success_20260713_heavy_changes:9,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_all_success_20260713_heavy_changes.json,fake_deep,fake_deep_gold_apple_followup,fake_deep_post_effect_query,all_success,baseline_control,pass,observe,false,false,false,true,false,false,true,false,0,control_trajectory,control,high,Successful control trace retained to compare execution and closure against the corresponding failure profile.,,,matched expected trajectory
F13_semantic_audit:nao_fake_delivery_blocked_20260713_heavy_changes:1,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_delivery_blocked_20260713_heavy_changes.json,fake_deep,fake_deep_grouped_work_table_delivery,fake_deep_location_delivery,delivery_blocked,failure_position_target,degraded,execute_no_clarification,true,true,true,true,true,true,true,false,0,bring_object,middle,high,The trace shows find/scan preparation before bring_object fails and replanning is observed.,bring_object,plan_1783979425805 [plan_accepted step_started:find_object step_succeeded:find_object step_started:scan step_succeeded:scan step_started:find_object step_succeeded:find_object step_started:bring_object step_failed:bring_object plan_accepted step_started:find_object step_succeeded:find_object step_started:scan step_succeeded:scan step_started:find_object step_succeeded:find_object step_started:bring_object step_failed:bring_object] | plan_1783979441313 [plan_accepted step_started:bring_object step_failed:bring_object plan_accepted step_started:bring_object step_failed:bring_object],recovery closure was not spoken after terminal evidence
F13_semantic_audit:nao_fake_delivery_blocked_20260713_heavy_changes:2,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_delivery_blocked_20260713_heavy_changes.json,fake_deep,fake_deep_iiia_kitchen_delivery,fake_deep_maximal_location_delivery,delivery_blocked,failure_position_target,degraded,execute_no_clarification,true,true,true,true,false,true,true,false,1,bring_object,unknown,low,"The delivery-blocked profile is configured, but the retained excerpt does not isolate a failed bring_object step for this case.",,plan_1783979530706 [plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:scan step_succeeded:scan step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:navigate_to step_succeeded:navigate_to step_started:place_object step_succeeded:place_object step_started:report_result step_succeeded:report_result plan_completed plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:scan step_succeeded:scan step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:navigate_to step_succeeded:navigate_to step_started:place_object step_succeeded:place_object step_started:report_result step_succeeded:report_result plan_completed],recovery closure was not spoken after terminal evidence
F13_semantic_audit:nao_fake_every_other_20260713_heavy_changes:1,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_every_other_20260713_heavy_changes.json,fake_deep,fake_deep_grouped_work_table_delivery,fake_deep_location_delivery,every_other,failure_position_target,fail,execute_no_clarification,true,true,false,true,false,true,true,false,1,mixed_fake_skill_policy,middle_to_end,medium,The profile applies stochastic or alternating failure across the composite request; the artifact does not isolate one deterministic failed step.,,,asked for clarification despite complete fixture context | expected planner request and execution feedback | recovery closure was not spoken after terminal evidence
F13_semantic_audit:nao_fake_fail_once_navigation_20260713_heavy_changes:1,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_fail_once_navigation_20260713_heavy_changes.json,fake_deep,fake_deep_ordered_walk_report,fake_deep_composite_success,fail_once_navigation,failure_position_target,degraded,execute_no_clarification,true,true,true,true,false,true,true,false,0,navigate_to,beginning,medium,"The targeted ordered-walk objective begins with navigation; the case reports an injected failure and missing recovery closure, but the retained excerpt does not expose a unique failed-step index.",,plan_1783979229694 [plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result plan_completed plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result step_started:navigate_to step_succeeded:navigate_to step_started:report_result step_succeeded:report_result plan_completed],recovery closure was not spoken after terminal evidence
F13_semantic_audit:nao_fake_fail_once_navigation_20260713_heavy_changes:2,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_fail_once_navigation_20260713_heavy_changes.json,fake_deep,fake_deep_iiia_kitchen_delivery,fake_deep_maximal_location_delivery,fail_once_navigation,failure_position_target,degraded,execute_no_clarification,true,true,true,true,false,true,true,false,0,navigate_to,unknown,low,"The navigation failure profile was configured, but this case's retained excerpt shows only a successful bring_object plan; applicability is not proven.",,plan_1783979298515 [plan_accepted step_started:bring_object step_succeeded:bring_object plan_completed plan_accepted step_started:bring_object step_succeeded:bring_object plan_completed],recovery closure was not spoken after terminal evidence
F13_semantic_audit:nao_fake_fail_once_pick_20260713_heavy_changes:1,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_fail_once_pick_20260713_heavy_changes.json,main,skill_pick_phone_generic,simple_fake_skill_execution,fail_once_pick,failure_position_target,pass,observe,false,true,true,true,true,true,true,false,0,pick_object,middle,high,"The trace shows find_object succeeding before pick_object fails, followed by a successful retry plan.",pick_object,plan_1783979351305 [plan_accepted step_started:find_object step_succeeded:find_object step_started:pick_object step_failed:pick_object plan_accepted step_started:find_object step_succeeded:find_object step_started:pick_object step_failed:pick_object] | plan_1783979355769 [plan_accepted step_started:scan step_succeeded:scan step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:report_result step_succeeded:report_result plan_completed plan_accepted step_started:scan step_succeeded:scan step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_fake_random_seeded_20260713_heavy_changes:1,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_random_seeded_20260713_heavy_changes.json,fake_deep,fake_deep_grouped_work_table_delivery,fake_deep_location_delivery,random_seeded,failure_position_target,fail,execute_no_clarification,true,true,false,true,false,true,true,false,1,mixed_fake_skill_policy,middle_to_end,medium,The profile applies stochastic or alternating failure across the composite request; the artifact does not isolate one deterministic failed step.,,,asked for clarification despite complete fixture context | expected planner request and execution feedback | recovery closure was not spoken after terminal evidence
F13_semantic_audit:nao_fake_recipient_missing_20260713_heavy_changes:1,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_recipient_missing_20260713_heavy_changes.json,fake_deep,fake_deep_grouped_work_table_delivery,fake_deep_location_delivery,recipient_missing,failure_position_target,fail,execute_no_clarification,true,true,true,true,true,true,true,true,1,bring_object_recipient_boundary,end,high,The trace reaches navigation and object finding before recipient-bound delivery fails; the case then reports clarification despite complete fixture context.,bring_object,plan_1783979595798 [plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:find_object step_succeeded:find_object step_started:bring_object step_failed:bring_object plan_accepted step_started:navigate_to step_succeeded:navigate_to step_started:find_object step_succeeded:find_object step_started:bring_object step_failed:bring_object],asked for clarification despite complete fixture context
F13_semantic_audit:nao_fake_recipient_missing_20260713_heavy_changes:2,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_fake_recipient_missing_20260713_heavy_changes.json,fake_deep,fake_deep_gold_apple_multiturn,fake_deep_multiturn_pronoun_handoff,recipient_missing,closure_or_recovery_observation,degraded,execute_no_clarification,true,true,true,true,false,true,true,false,0,post_failure_closure,end,medium,The case assessment identifies missing recovery closure after terminal evidence; this is an end-of-plan speech/supervision observation.,,plan_1783979685322 [plan_accepted step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:navigate_to step_succeeded:navigate_to step_started:place_object step_succeeded:place_object step_started:report_result step_succeeded:report_result plan_completed plan_accepted step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:navigate_to step_succeeded:navigate_to step_started:place_object step_succeeded:place_object step_started:report_result step_succeeded:report_result plan_completed],recovery closure was not spoken after terminal evidence
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:1,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,dialogue_greeting,simple_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,2,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:2,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,dialogue_favorite_movie,simple_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,2,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:3,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,dialogue_movie_followup,simple_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:4,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,dialogue_weekend_plans,simple_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:5,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,dialogue_speed_of_light,simple_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:6,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,kb_visible_now_baseline,kb_query_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:7,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,kb_probe_scene_update,kb_query_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:8,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,kb_object_on_table,kb_query_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:9,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,kb_cup_name,kb_query_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:10,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,kb_multi_object_count,kb_query_dialogue,none,other_qwen3vl_evidence,pass,observe,false,false,false,false,false,false,true,false,0,,not_targeted,high,Not a selected failure-position target.,,,matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:11,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,skill_head_up,simple_skill_execution,none,other_qwen3vl_evidence,pass,observe,false,true,true,false,false,true,true,false,0,,not_targeted,high,Not a selected failure-position target.,,plan_1783977770074 [plan_accepted step_started:perform_motion step_succeeded:perform_motion step_started:report_result step_succeeded:report_result plan_accepted step_started:perform_motion step_succeeded:perform_motion step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:12,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,skill_pick_phone_generic,simple_fake_skill_execution,none,other_qwen3vl_evidence,pass,observe,false,true,true,false,false,true,true,false,0,,not_targeted,high,Not a selected failure-position target.,,plan_1783977800600 [plan_accepted step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:report_result plan_accepted step_started:find_object step_succeeded:find_object step_started:pick_object step_succeeded:pick_object step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:13,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,skill_pick_object_on_table,simple_fake_skill_execution,none,other_qwen3vl_evidence,pass,observe,false,true,true,false,false,true,true,false,0,,not_targeted,high,Not a selected failure-position target.,,plan_1783977830639 [plan_accepted step_started:look_at step_succeeded:look_at step_started:scan step_succeeded:scan step_started:report_result step_succeeded:report_result plan_completed plan_accepted step_started:look_at step_succeeded:look_at step_started:scan step_succeeded:scan step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:14,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,skill_look_at_person,simple_skill_execution,none,other_qwen3vl_evidence,pass,observe,false,true,true,false,false,true,true,false,0,,not_targeted,high,Not a selected failure-position target.,,plan_1783977863421 [plan_accepted step_started:look_at step_succeeded:look_at step_started:report_result step_succeeded:report_result plan_completed plan_accepted step_started:look_at step_succeeded:look_at step_started:report_result step_succeeded:report_result plan_completed],matched expected trajectory
F13_semantic_audit:nao_main_20260713_heavy_changes_clean:15,F13_semantic_audit,2026-07-13,iiia:nao,,F13_semantic_audit/raw/nao_main_20260713_heavy_changes_clean.json,main,kb_mutation_add_red_cup,kb_mutation_dialogue,none,failure_position_target,pass,observe,false,true,true,true,true,true,true,true,0,kb_add_compiler_boundary,beginning,high,"The first planned kb_add step is rejected for non-RDF-style statements, then the harness records the expected recovery trajectory.",kb_add,plan_1783977887396 [plan_accepted step_started:kb_add step_failed:kb_add plan_accepted step_started:kb_add step_failed:kb_add],matched expected trajectory
