record_id,source_file,run_group,backend,model,case_set,case_name,category,status,expected_outcome,all_required_context,evidence_consistent,route_observed,planner_request_observed,execution_feedback_observed,clarification_observed,failure_observed,replan_observed,fallback_total,target_selection_count,executed_skill_count,spoken_text_count,reasons,attribution_class
nao_qwenvl_a4_smoke#4,ablations/nao_qwenvl_a4_smoke.json,ablations,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,smoke,simple_wave,simple_skill_execution,pass,observe,false,true,true,true,true,false,false,false,0,0,2,2,matched expected trajectory,stack_coherent_success
nao_qwenvl_a4_smoke#5,ablations/nao_qwenvl_a4_smoke.json,ablations,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,smoke,composite_head_wave,composite_skill_execution,pass,observe,false,true,true,true,true,false,false,false,0,0,3,2,matched expected trajectory,stack_coherent_success
nao_qwenvl_a4_smoke#6,ablations/nao_qwenvl_a4_smoke.json,ablations,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,smoke,reflective_followup,simple_dialogue,fail,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,robot speech omitted grounded terms: four,model_or_backend_variance
nao_ollama_gemma_smoke#1,current_ollama_switch/nao_ollama_gemma_smoke.json,current_ollama_switch,ollama,gemma4:31b-cloud,smoke,simple_dialogue_hey,simple_dialogue,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
capability_extreme_v34#1,current_v34/capability_extreme_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,capability_extreme,extreme_walk_pick_sit_report,capability_extreme_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,0,4,2,matched expected trajectory,stack_coherent_success
capability_extreme_v34#2,current_v34/capability_extreme_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,capability_extreme,extreme_kneel_under_table_pick_report,capability_extreme_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,0,4,2,matched expected trajectory,stack_coherent_success
capability_extreme_v34#3,current_v34/capability_extreme_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,capability_extreme,extreme_dialogue_inventory,capability_extreme_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
capability_extreme_v34#4,current_v34/capability_extreme_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,capability_extreme,extreme_dialogue_sit_stand_grab_return,capability_extreme_execution,fail,execute_no_clarification,true,true,true,true,false,false,true,false,0,1,0,2,"expected planner request and execution feedback | report policy differed: expected=final observed=none | missing ordered skills: perform_motion,perform_motion,pick_object,navigate_to,report_result; observed=<none>",model_or_backend_variance
capability_extreme_v34#5,current_v34/capability_extreme_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,capability_extreme,extreme_all_objects_visit_look_wave_sit,capability_extreme_execution,fail,execute_no_clarification,true,true,true,true,false,false,true,false,0,1,0,2,"expected planner request and execution feedback | missing ordered skills: perform_motion,navigate_to,look_at,wave_greet,perform_motion,report_result; observed=<none>",model_or_backend_variance
capability_extreme_v34#6,current_v34/capability_extreme_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,capability_extreme,extreme_pick_place_kneel_report,capability_extreme_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,0,6,2,matched expected trajectory,stack_coherent_success
capability_extreme_v34#7,current_v34/capability_extreme_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,capability_extreme,extreme_unreachable_object_recovery,capability_extreme_recovery,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,0,4,2,matched expected trajectory,stack_coherent_success
environment_v33#1,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_baseline_table_inventory,preloaded_environment_kb_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
environment_v33#2,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_lab_table_inventory,preloaded_environment_kb_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
environment_v33#3,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_lab_sections_inventory,preloaded_environment_kb_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
environment_v33#4,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_lab_sections_delivery,preloaded_environment_composite_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,2,matched expected trajectory,stack_coherent_success
environment_v33#5,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_kitchen_inventory,preloaded_environment_kb_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
environment_v33#6,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_grouped_location_delivery,preloaded_environment_composite_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,2,matched expected trajectory,stack_coherent_success
environment_v33#7,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_grouped_location_followup,preloaded_environment_kb_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
environment_v33#8,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_iiia_floor_inventory,preloaded_environment_kb_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
environment_v33#9,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_iiia_kitchen_delivery,preloaded_environment_composite_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,2,matched expected trajectory,stack_coherent_success
environment_v33#10,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_gold_apple_handoff,preloaded_environment_multi_turn,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,1,1,matched expected trajectory,stack_coherent_success
environment_v33#11,current_v34/environment_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,environment,environment_gold_apple_followup,preloaded_environment_kb_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
fail_once_navigation_v34#1,current_v34/fail_once_navigation_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_ordered_walk_report,fake_deep_composite_success,pass,execute_no_clarification,true,true,true,true,true,false,true,true,0,1,2,5,matched expected trajectory,stack_coherent_success
fake_deep_all_success_v34#1,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_baseline_inventory,fake_deep_preflight,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
fake_deep_all_success_v34#2,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_ordered_walk_report,fake_deep_composite_success,fail,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,4,"selected members differed: expected=['codex_lab_apple', 'codex_lab_book', 'codex_lab_phone', 'codex_probe_cup'] observed=['codex_lab_apple', 'codex_lab_book', 'codex_probe_cup']",model_or_backend_variance
fake_deep_all_success_v34#3,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_grouped_work_table_delivery,fake_deep_location_delivery,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,2,matched expected trajectory,stack_coherent_success
fake_deep_all_success_v34#4,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_missing_object_recovery,fake_deep_absent_target_replan,degraded,recover_or_truthful_failure,false,true,true,true,true,false,true,true,0,0,1,2,recovery/failure case lacked terminal or speech evidence,model_or_backend_variance
fake_deep_all_success_v34#5,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_missing_recipient_clarification,fake_deep_missing_secondary_target,pass,clarification_expected,false,true,true,false,false,true,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
fake_deep_all_success_v34#6,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_iiia_kitchen_delivery,fake_deep_maximal_location_delivery,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,2,matched expected trajectory,stack_coherent_success
fake_deep_all_success_v34#7,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_iiia_floor_location_followup,fake_deep_post_effect_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
fake_deep_all_success_v34#8,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_gold_apple_multiturn,fake_deep_multiturn_pronoun_handoff,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,1,2,matched expected trajectory,stack_coherent_success
fake_deep_all_success_v34#9,current_v34/fake_deep_all_success_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,fake_deep,fake_deep_gold_apple_followup,fake_deep_post_effect_query,pass,observe,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
kb_stress_v33#1,current_v34/kb_stress_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,kb_stress,kb_stress_seed_inventory,kb_stress_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
kb_stress_v33#2,current_v34/kb_stress_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,kb_stress,kb_stress_revise_support,kb_stress_relation_revision,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
kb_stress_v33#3,current_v34/kb_stress_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,kb_stress,kb_stress_revised_relation_query,kb_stress_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
kb_stress_v33#4,current_v34/kb_stress_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,kb_stress,kb_stress_grounded_delivery,kb_stress_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,2,matched expected trajectory,stack_coherent_success
kb_stress_v33#5,current_v34/kb_stress_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,kb_stress,kb_stress_delivery_postcondition,kb_stress_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
kb_stress_v33#6,current_v34/kb_stress_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,kb_stress,kb_stress_move_remaining_object,kb_stress_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,2,matched expected trajectory,stack_coherent_success
kb_stress_v33#7,current_v34/kb_stress_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,kb_stress,kb_stress_mixed_final_query,kb_stress_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#1,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,dialogue_greeting,simple_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#2,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,dialogue_favorite_movie,simple_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#3,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,dialogue_movie_followup,simple_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#4,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,dialogue_weekend_plans,simple_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#5,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,dialogue_speed_of_light,simple_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#6,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,kb_visible_now_baseline,kb_query_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#7,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,kb_probe_scene_update,kb_query_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#8,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,kb_object_on_table,kb_query_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#9,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,kb_cup_name,kb_query_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#10,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,kb_multi_object_count,kb_query_dialogue,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
main_v33#11,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,skill_head_up,simple_skill_execution,pass,execute_no_clarification,false,true,true,true,true,false,false,false,0,0,2,2,matched expected trajectory,stack_coherent_success
main_v33#12,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,skill_pick_phone_generic,simple_fake_skill_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,0,3,2,matched expected trajectory,stack_coherent_success
main_v33#13,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,skill_pick_object_on_table,simple_fake_skill_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,0,3,2,matched expected trajectory,stack_coherent_success
main_v33#14,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,skill_look_at_person,simple_skill_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,0,2,2,matched expected trajectory,stack_coherent_success
main_v33#15,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,kb_mutation_add_red_cup,kb_mutation_dialogue,pass,execute_no_clarification,false,true,true,true,true,false,false,false,0,0,2,2,matched expected trajectory,stack_coherent_success
main_v33#16,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,composite_head_all_directions,composite_skill_execution,pass,execute_no_clarification,false,true,true,true,true,false,false,false,0,0,2,2,matched expected trajectory,stack_coherent_success
main_v33#17,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,composite_bring_every_object_to_person,composite_fake_skill_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,1,1,matched expected trajectory,stack_coherent_success
main_v33#18,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,maximal_kitchen_cup_to_operator,maximal_semantic_execution,pass,clarification_expected,false,true,true,true,false,true,true,false,0,1,0,1,matched expected trajectory,stack_coherent_success
main_v33#19,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,composite_go_to_person_wave_report,composite_skill_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,0,3,2,matched expected trajectory,stack_coherent_success
main_v33#20,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,composite_walk_every_object_reports_main,composite_skill_execution,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,4,matched expected trajectory,stack_coherent_success
main_v33#21,current_v34/main_v33.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,main,dialogue_non_action_recipient_memory,route_safety,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
missing_recipient_v34#1,current_v34/missing_recipient_v34.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,robustness,robust_missing_recipient,robust_clarification,fail,clarification_expected,false,true,true,false,false,false,false,false,0,0,0,1,expected clarification for deliberately absent/ambiguous target | clarification was not expressed in correlated speech,model_or_backend_variance
robustness_v34_r1#1,current_v34/robustness_v34_r1.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,robustness,robust_paraphrased_group_delivery,robust_group_selection,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,2,matched expected trajectory,stack_coherent_success
robustness_v34_r1#2,current_v34/robustness_v34_r1.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,robustness,robust_object_role_exclusion,robust_role_integrity,pass,execute_no_clarification,true,true,true,true,true,false,false,false,0,1,2,5,matched expected trajectory,stack_coherent_success
robustness_v34_r1#3,current_v34/robustness_v34_r1.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,robustness,robust_missing_recipient,robust_clarification,pass,clarification_expected,false,true,true,true,false,true,true,false,0,1,0,1,matched expected trajectory,stack_coherent_success
robustness_v34_r1#4,current_v34/robustness_v34_r1.json,current_v34,openai_compatible,QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,robustness,robust_future_recipient_memory,robust_route_safety,pass,dialogue_only,false,true,true,false,false,false,false,false,0,0,0,1,matched expected trajectory,stack_coherent_success
